#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1255002	1183614	94.31	1881	0.15	489	0.04	7741	0.62	61277	4.88
Ecoli	1255002	1255002	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	1255002	1255002	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1255002	1255002	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	1255002	1246425	99.32	7	0.00	0	0.00	907	0.07	7663	0.61
Bacteria_24k	1255002	1217386	97.00	253	0.02	205	0.02	4318	0.34	32840	2.62
Protists_1k	1255002	1154330	91.98	7543	0.60	14546	1.16	3235	0.26	75348	6.00
Viruses	1255002	1221499	97.33	65	0.01	26	0.00	3778	0.30	29634	2.36
Fungi_RefSeq_release	1255002	1182645	94.24	1509	0.12	420	0.03	8299	0.66	62129	4.95
Coral	1255002	1209509	96.39	302	0.02	58	0.00	6674	0.53	38459	3.06
Bird	1255002	1197222	95.39	965	0.08	253	0.02	7885	0.63	48677	3.88
Plant	1255002	1210803	96.48	274	0.02	73	0.01	5954	0.47	37898	3.02

%Hit_no_genomes: 91.12
