#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	42505	40578	95.47	34	0.08	14	0.03	147	0.35	1732	4.07
Ecoli	42505	42505	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	42505	42505	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	42505	42505	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	42505	42336	99.60	0	0.00	0	0.00	7	0.02	162	0.38
Bacteria_24k	42505	40776	95.93	209	0.49	220	0.52	106	0.25	1194	2.81
Protists_1k	42505	39745	93.50	156	0.37	356	0.84	107	0.25	2141	5.04
Viruses	42505	41452	97.52	3	0.01	0	0.00	97	0.23	953	2.24
Fungi_RefSeq_release	42505	40515	95.31	16	0.04	5	0.01	164	0.39	1805	4.25
Coral	42505	41139	96.79	5	0.01	2	0.00	149	0.35	1210	2.85
Bird	42505	40882	96.17	16	0.04	4	0.01	185	0.44	1418	3.34
Plant	42505	41343	97.26	3	0.01	1	0.00	88	0.21	1070	2.52

%Hit_no_genomes: 92.12
