#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	412153	391072	94.90	510	0.12	144	0.03	2231	0.54	18196	4.41
Ecoli	412153	412152	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	412153	412153	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	412153	412153	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	412153	409836	99.44	2	0.00	0	0.00	198	0.05	2117	0.51
Bacteria_24k	412153	401204	97.34	145	0.04	125	0.03	1188	0.29	9491	2.30
Protists_1k	412153	382124	92.71	2251	0.55	4317	1.05	900	0.22	22561	5.47
Viruses	412153	402440	97.64	9	0.00	6	0.00	1096	0.27	8602	2.09
Fungi_RefSeq_release	412153	390502	94.75	432	0.10	93	0.02	2471	0.60	18655	4.53
Coral	412153	398999	96.81	78	0.02	22	0.01	1950	0.47	11104	2.69
Bird	412153	395248	95.90	294	0.07	78	0.02	2273	0.55	14260	3.46
Plant	412153	399176	96.85	89	0.02	20	0.00	1671	0.41	11197	2.72

%Hit_no_genomes: 91.98
