#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1841816	1754449	95.25	2313	0.13	651	0.04	8834	0.48	75569	4.10
Ecoli	1841816	1841815	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	1841816	1841816	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1841816	1841785	100.00	0	0.00	0	0.00	0	0.00	31	0.00
Vectors	1841816	1832031	99.47	6	0.00	0	0.00	754	0.04	9025	0.49
Bacteria_24k	1841816	1794098	97.41	415	0.02	428	0.02	4972	0.27	41903	2.28
Protists_1k	1841816	1716744	93.21	8989	0.49	18995	1.03	3666	0.20	93422	5.07
Viruses	1841816	1799468	97.71	67	0.00	21	0.00	4290	0.23	37970	2.06
Fungi_RefSeq_release	1841816	1753041	95.18	1729	0.09	504	0.03	9606	0.52	76936	4.18
Coral	1841816	1786174	96.98	340	0.02	62	0.00	7415	0.40	47825	2.60
Bird	1841816	1771739	96.19	1258	0.07	328	0.02	9202	0.50	59289	3.22
Plant	1841816	1788655	97.12	335	0.02	79	0.00	6491	0.35	46256	2.51

%Hit_no_genomes: 92.51
